Price;Close;High;Low;Open;Volume;
Ticker;^FCHI;^FCHI;^FCHI;^FCHI;^FCHI;
Date;;;;;;
28/04/2025;497.70404052734375;502.7604023688454;496.81174849800067;498.00146111831873;517430;
29/04/2025;485.1127014160156;498.89377348117074;485.1127014160156;495.42372545886326;711370;
30/04/2025;483.7247009277344;489.1280736637013;479.0649401867271;486.69902788189927;889223;
02/05/2025;491.606689453125;493.5399838587847;481.79141635612154;491.9537003227826;793013;
05/05/2025;488.0374755859375;493.6391185688043;486.3520115615905;492.5485259798985;389637;
06/05/2025;484.9144592285156;488.731518325664;480.2546680829444;487.78963599099984;476847;
07/05/2025;479.36236572265625;486.798183184745;477.8752022302385;484.9144488122996;542053;
08/05/2025;483.12982177734375;492.44940362350246;478.2222005351232;481.6426583239888;673673;
09/05/2025;491.5075378417969;493.986143680636;487.2443479015612;488.1861999664687;503875;
12/05/2025;525.9601440429688;531.8096778613991;503.9501127174912;504.64413443519527;924869;
13/05/2025;532.305419921875;536.4694293659725;525.6627440992437;527.4473282199767;627140;
14/05/2025;520.7055053710938;533.2968346185776;516.7397361915924;533.2968346185776;585731;
15/05/2025;502.95867919921875;516.5414511496759;501.4715157122235;514.4594464730175;585025;
16/05/2025;499.5877685546875;506.3295943436257;494.97756791433034;502.2646748653041;793318;
19/05/2025;494.3331604003906;501.17410654527373;487.2443536686899;497.2083371561914;565393;
20/05/2025;500.5792236328125;501.27324536259096;488.58276545402316;494.7297199690315;491158;
21/05/2025;489.4255065917969;497.80320649307623;486.1041686913196;494.13485772125017;582521;
22/05/2025;480.94866943359375;487.7400552914509;473.5128521271264;481.98967175393193;762477;
23/05/2025;474.90087890625;485.65803430227874;462.8052703054439;482.6341170238677;830264;
26/05/2025;479.31280517578125;484.517877393455;476.14017762625076;482.88197334847973;318156;
27/05/2025;477.77606201171875;480.8495393454166;471.33168674214096;471.67869761563287;440665;
28/05/2025;479.5110778808594;481.9401236971326;477.5777834870674;480.8495310805116;533957;
29/05/2025;477.1316223144531;493.3912705093138;475.0991776362526;490.86310466507234;367399;
30/05/2025;474.15728759765625;479.3623597563341;473.0666949988401;476.98290424936505;930255;
02/06/2025;473.1163024902344;474.80173633482997;463.3505892714767;467.8120798556018;432937;
03/06/2025;469.5470886230469;473.66156819818383;462.0121209426555;471.72824357235856;594655;
04/06/2025;472.57098388671875;475.1983000285236;466.8701904488849;470.9351100819285;529986;
05/06/2025;466.0770568847656;479.8085395453746;463.69760128533613;477.03248279902397;545281;
06/06/2025;467.2171936035156;470.09237028209975;463.6975854677966;463.99500606142243;289488;
09/06/2025;467.5146179199219;473.26500157929837;466.4240555636641;466.969336741793;390447;
10/06/2025;470.7864074707031;471.3316886623981;462.1608468952514;462.7557183584583;524847;
11/06/2025;466.57275390625;478.6187718380473;466.47360362465304;472.7692683008389;637539;
12/06/2025;464.8377380371094;468.25819588912606;458.98823439719894;463.99500601336547;525876;
13/06/2025;457.45147705078125;459.28565138064926;453.33699750415946;456.0634638642173;574846;
16/06/2025;463.3505859375;465.58133121351153;457.3523415970397;457.3523415970397;428699;
17/06/2025;456.7574768066406;463.2514117277585;455.22072309756686;457.4514682583747;409249;
18/06/2025;460.07879638671875;462.2104215793591;455.66689621759315;455.8651665276961;380815;
19/06/2025;448.6772155761719;455.8651724884929;446.694330910704;452.09770372667145;475583;
20/06/2025;446.0994873046875;453.08914361010966;444.86018439546945;450.8583983735172;1523772;
23/06/2025;445.95074462890625;447.43790811289296;440.22517126684124;441.88585531114416;399236;
24/06/2025;449.66864013671875;463.20185164880087;446.1490320971858;461.1198167810638;513993;
25/06/2025;440.9935302734375;452.0976963207244;440.05167822662037;449.7678008256826;480189;
26/06/2025;433.8055725097656;445.95074085967093;432.8141301954876;441.48925044542;561542;
27/06/2025;445.45501708984375;445.45501708984375;436.53203631367705;437.32520831429827;536063;
30/06/2025;440.7952575683594;449.07380691736586;440.7952575683594;446.09947998405227;627500;
01/07/2025;465.0360107421875;465.0360107421875;442.6789984014137;442.6789984014137;676415;
02/07/2025;484.319580078125;488.43405971225417;462.16083786564144;470.14196680686;1092297;
03/07/2025;481.7418212890625;491.01181311032406;480.89908925868986;490.7639525282391;600087;
04/07/2025;473.2649841308594;479.46149845577264;470.83593841292634;478.5692064442687;359252;
07/07/2025;471.2821044921875;475.0495731387009;466.57275355583687;473.90942054223643;327388;
08/07/2025;478.5196228027344;480.7503679905963;468.80350030928093;470.68723463885846;417527;
09/07/2025;483.6751403808594;485.4101644355417;475.54530127920924;479.2136499545335;459382;
10/07/2025;500.6783752441406;500.6783752441406;484.12127627706394;485.5588797540948;685442;
11/07/2025;483.52642822265625;497.0100194762733;483.52642822265625;496.7125988848976;483687;
14/07/2025;475.4461669921875;480.0068078549318;473.36416226165625;477.37949167787434;416095;
15/07/2025;473.2649841308594;482.3366750512489;473.2649841308594;475.34701899531376;414119;
16/07/2025;471.52996826171875;475.29743693375127;465.5317241377814;470.29066537533726;402058;
17/07/2025;472.769287109375;481.19654702128395;468.2086462822346;475.24789296581883;429162;
18/07/2025;468.704345703125;480.25464240687353;466.5727508167846;476.88374464982155;451192;
21/07/2025;464.78814697265625;470.7863911555284;461.3180988566936;470.0923694297685;352498;
22/07/2025;461.5659484863281;466.176179364727;459.5830638956767;462.1608199148071;413256;
23/07/2025;475.8427429199219;476.7350349366363;469.29921770332;473.0666863322998;466961;
24/07/2025;466.2257385253906;479.3623489144633;459.78136361754366;479.1144883410846;522409;
25/07/2025;484.51788330078125;490.1690864807334;456.16262634655305;460.97112774326627;1004012;
28/07/2025;485.01361083984375;495.9194767149665;483.37770675343984;491.50754614473544;667768;
29/07/2025;470.73681640625;485.26147106137324;470.73681640625;484.81530990061475;699038;
30/07/2025;476.6358947753906;482.9811195645906;470.7368008758111;470.7368008758111;503050;
31/07/2025;468.30780029296875;476.93333058815415;466.176205290755;475.1983064748421;570240;
01/08/2025;457.6993408203125;467.16763312692814;456.06346704415523;465.9778902407673;565862;
04/08/2025;458.3437805175781;462.0121292688469;454.7746123077609;458.1950702182389;409317;
05/08/2025;452.5934143066406;460.5249527829892;447.73535304116075;459.4839504605357;524030;
06/08/2025;453.7831726074219;456.90620993737093;448.52851003435313;455.0720355510773;288926;
07/08/2025;457.154052734375;464.9864408899802;453.88227497511497;456.06346014795497;317921;
08/08/2025;457.40191650390625;462.5573983703298;454.229289004247;460.6736640295901;237798;
11/08/2025;454.0805969238281;463.8463101360284;451.60199104542295;461.02069338336264;325684;
12/08/2025;453.23785400390625;458.0959153577859;446.29775771081574;456.0634706888054;406963;
13/08/2025;465.5813293457031;466.32491110139057;454.92332418085005;455.61731566564015;400911;
14/08/2025;468.8530578613281;468.952208142663;459.285645712661;467.3658944105586;468887;
15/08/2025;472.02569580078125;473.1162884068317;466.91977389111156;469.94366087221556;436434;
18/08/2025;471.77783203125;473.512856083924;465.82917813636755;473.0666949392405;374669;
19/08/2025;485.70758056640625;487.0955937461183;470.9846562434903;471.4803773974173;403634;
20/08/2025;489.32635498046875;494.5314272673413;480.79997505853663;481.64267684270453;408762;
21/08/2025;480.8495178222656;489.32633742563735;478.42047207296736;487.9383242502175;318262;
22/08/2025;490.86309814453125;494.3331462607227;477.32991654266846;477.6273371357746;423115;
25/08/2025;483.8734130859375;491.3588207699048;481.9401187121427;491.0118099059667;286199;
26/08/2025;482.0888366699219;491.11096799358876;478.5196382031898;478.9657993576884;2474373;
27/08/2025;497.70404052734375;502.7604023688454;482.0392641033532;482.6341052853031;518343;
28/08/2025;508.70904541015625;521.0029547511905;498.3980812812993;498.3980812812993;638110;
29/08/2025;499.78607177734375;511.18762802330565;499.78607177734375;505.63557532293333;452290;
01/09/2025;499.3894958496094;504.5449776272351;497.40661126058;501.1740798771687;206296;
02/09/2025;508.60992431640625;519.218369538244;507.02361050896985;507.717601998435;566516;
03/09/2025;516.3431396484375;520.308908863115;512.0799498452265;513.666233325963;594776;
04/09/2025;494.828857421875;515.549995417166;494.630556859532;512.3773679581856;595875;
05/09/2025;492.0032653808594;498.7946515185088;486.40162216382714;495.72117418726384;518330;
08/09/2025;491.90411376953125;495.0767413783503;488.63236613127725;493.88699846093834;294081;
09/09/2025;487.78961181640625;499.19119827146454;483.7246923333193;491.2100998554909;339904;
10/09/2025;485.5588684082031;493.58955712228703;482.43583120173105;487.04603186427727;431683;
11/09/2025;483.1794128417969;489.2272169466808;479.41191393324425;486.64946090533806;357770;
12/09/2025;486.451171875;489.9212200208106;478.9162041356703;482.33669226767967;382126;
15/09/2025;499.8852233886719;501.86810800305545;488.087035727955;488.5827568815509;420577;
16/09/2025;503.35528564453125;511.683364951862;498.29892368412004;499.4886363324163;559413;
17/09/2025;506.9244384765625;507.9158807816263;499.19120059963194;505.7347258643367;508171;
18/09/2025;513.1705322265625;520.8046503656914;504.9415728871226;505.23902374369726;529829;
19/09/2025;506.23046875;517.3346048895789;506.23046875;509.6013666806504;884978;
22/09/2025;502.6612548828125;508.5107887601535;498.19976445485855;506.23045327645934;286999;
23/09/2025;518.72265625;525.5635722446993;503.2561493411091;505.63560496022626;502090;
24/09/2025;504.7432861328125;517.1362847528804;503.35527294992966;516.838864162412;530170;
25/09/2025;502.46295166015625;509.7996489746913;500.2817967274287;504.7432871317938;394947;
26/09/2025;511.28680419921875;515.9465950934365;504.4458281510229;505.63557100890506;395227;
29/09/2025;518.6234741210938;521.3003805946821;509.9979740025214;514.6577046825448;398489;
30/09/2025;516.0457153320312;519.9123644935438;512.2782467078707;517.5328787767921;461947;
01/10/2025;519.5157470703125;525.2661001070736;517.2354419624561;518.8217253819648;381637;
02/10/2025;538.2540893554688;539.9394929819539;528.7362062519584;529.2319274392399;561065;
03/10/2025;548.36669921875;548.36669921875;534.9822284788794;538.2540364033374;586960;
06/10/2025;535.7754516601562;546.6813171338891;533.0985453049453;546.2847160024369;600595;
07/10/2025;555.2077026367188;558.3803301829246;540.3360677446638;541.3275100708008;689135;
08/10/2025;570.5750732421875;571.963116739311;550.0522044652266;550.94452678664;651388;
09/10/2025;554.41455078125;580.2911708170196;554.0179496528832;579.9937502271628;535910;
10/10/2025;541.3275146484375;562.8418254101095;539.1463294099239;557.1905920007727;582762;
13/10/2025;535.7754516601562;552.332489923645;531.3139612390837;543.5086896207813;518104;
14/10/2025;528.240478515625;531.4131061774613;522.8867260670633;529.4302214529185;448092;
15/10/2025;592.7833862304688;606.5643981451318;580.4894772802024;596.8482755297726;1376612;
16/10/2025;597.0465698242188;602.6978030809099;588.222709080189;593.5765217471251;553170;
17/10/2025;600.5166015625;602.7969067056947;589.0158347979143;591.8910416172694;429369;
20/10/2025;606.86181640625;608.8447010349427;600.1200207712624;602.003785373655;360732;
21/10/2025;611.5216064453125;614.2976328186435;603.4909479165984;603.9866690730089;381067;
22/10/2025;617.8668823242188;617.8668823242188;601.5080836100705;605.6721535671486;709684;
23/10/2025;615.4873657226562;626.294110962415;615.2890651607382;616.9745291677881;370311;
24/10/2025;607.2584228515625;618.8583101334985;603.7883747209821;616.6771249202807;276678;
27/10/2025;606.2669677734375;609.1421746548482;598.0380087680414;607.7541312266839;291320;
28/10/2025;609.3404541015625;611.7199399857353;601.2106751084583;601.4089151714395;253829;
29/10/2025;613.5045166015625;614.8925601024088;604.7798359882345;606.0686989459695;367283;
30/10/2025;604.8789672851562;613.306227451797;600.0209359673851;609.637939083649;286364;
31/10/2025;606.86181640625;608.448160416906;600.5166219021355;602.102905399955;367194;
03/11/2025;611.5216064453125;616.379697983269;603.7883685078774;607.4567171678817;310321;
04/11/2025;605.9695434570312;607.2584063393476;596.8482622306731;604.6806805747148;291674;
05/11/2025;607.5558471679688;612.3147582450661;586.3390176329991;591.1970487378711;286517;
06/11/2025;594.8654174804688;611.8190576735262;593.3782539367676;605.5729828925492;403702;
07/11/2025;598.0380249023438;601.21065245743;595.4602385394699;597.0465825734317;291704;
10/11/2025;612.6122436523438;615.2890895494168;605.9695678982205;610.9267795784859;323780;
11/11/2025;627.48388671875;633.6307808706285;615.9831191657348;616.7762609421541;405420;
12/11/2025;641.6614990234375;644.8341266361208;629.5658902885543;631.5487749823765;487410;
13/11/2025;631.3504638671875;649.0973057856684;630.5573221054714;644.4375147304346;450276;
14/11/2025;631.5487670898438;638.3897434031734;622.9232066769439;630.359024185851;357865;
17/11/2025;618.6600341796875;629.0701789855957;614.7933847609286;626.591573079427;321628;
18/11/2025;606.0686645507812;612.4139194619214;600.9131524995844;609.7370131552581;499293;
19/11/2025;604.3832397460938;609.4396321006335;598.5337661172616;603.4909779278852;329533;
20/11/2025;614.2976684570312;621.4360656260415;606.6636106156914;608.8447354201656;406558;
21/11/2025;617.6685791015625;617.6685791015625;603.8875063418337;605.5729704258985;451386;
24/11/2025;616.3796997070312;625.3026805473726;615.4873774178625;624.6086588238898;654594;
25/11/2025;614.000244140625;618.1643141734713;608.3490105612507;616.3797300202057;381010;
26/11/2025;620.0480346679688;622.7248804506165;612.6122174654244;618.3625706661583;287616;
27/11/2025;622.0309448242188;623.3198077564055;616.2805308742758;620.0480601553661;157842;
28/11/2025;630.0615844726562;631.9453490562297;622.3283466005787;623.7163295190954;380928;
01/12/2025;637.2000122070312;640.9674810448664;627.2855886796551;630.3590357680062;368728;
02/12/2025;636.2000122070312;646.7000122070312;632.0;639.2000122070312;370567;
03/12/2025;630.2999877929688;633.9000244140625;624.7000122070312;630.5;325251;
04/12/2025;633.0999755859375;634.7999877929688;630.9000244140625;632.9000244140625;383235;
05/12/2025;628.0999755859375;631.0;621.5999755859375;630.0999755859375;405642;
08/12/2025;625.2000122070312;627.4000244140625;619.0;625.9000244140625;272878;
09/12/2025;616.2999877929688;623.7999877929688;614.9000244140625;621.5;226771;
10/12/2025;618.7999877929688;624.7999877929688;611.0;616.0;301108;
11/12/2025;625.2000122070312;630.7999877929688;620.4000244140625;625.0;308923;
12/12/2025;624.5;630.0;621.2999877929688;625.0;234630;
Ticker;AI.PA;AI.PA;AI.PA;AI.PA;AI.PA;
Date;;;;;;
02/01/2025;153.10421752929688;153.9882985042923;151.47356463062016;153.96866291924525;589754;
03/01/2025;151.90579223632812;153.1828097884902;151.55215683709858;153.06493631841258;768673;
06/01/2025;155.38319396972656;155.38319396972656;151.57180689003513;152.5541257746251;905128;
07/01/2025;156.444091796875;156.60126640736263;154.02759586385994;155.2063754645255;873001;
08/01/2025;154.85275268554688;156.54234241327856;153.18281353297405;156.24764374188405;754083;
09/01/2025;155.54037475585938;156.03153421762903;153.89008615903197;154.42053178258442;500414;
10/01/2025;153.32032775878906;155.81541104022403;153.04527968017405;155.12779084368654;671301;
13/01/2025;153.7132568359375;154.26335302012643;152.41660368592028;153.18281122661156;604578;
14/01/2025;153.1435089111328;155.69754401999322;152.73093677613167;155.38319478056565;539054;
15/01/2025;153.63467407226562;155.42250171278684;153.04529170990492;153.47751443570115;998245;
16/01/2025;155.48143005371094;155.81541487324566;153.35961769020247;154.38123771218645;774718;
17/01/2025;158.64450073242188;158.70343746758144;156.18870350746178;156.42446543709679;1089381;
20/01/2025;159.15530395507812;159.60716223133508;158.36944587885324;158.95884318327094;628356;
21/01/2025;158.01580810546875;158.93919020690063;157.68182329954536;158.93919020690063;512402;
22/01/2025;159.52857971191406;159.52857971191406;157.40678232813133;157.6818304147142;761824;
23/01/2025;158.86061096191406;159.78399311019697;158.72308691785042;159.72505637545493;579559;
24/01/2025;160.86453247070312;161.67004113739702;160.1965628350026;160.21621340928684;818607;
27/01/2025;163.00599670410156;163.67396634515512;159.94116660703887;160.11797681002486;767685;
28/01/2025;163.75254821777344;164.59734302276453;162.3183711000651;162.6327053357151;623747;
29/01/2025;164.4205322265625;164.6169929967524;162.37730724079626;163.26138820114886;562518;
30/01/2025;166.1494140625;166.5816367661155;164.1061890020427;164.75452305746595;557393;
31/01/2025;165.6189727783203;167.01386381968496;165.24568679929425;166.69951457650578;779461;
03/02/2025;164.83311462402344;164.9313375207482;161.9450946561707;162.53449199250687;840957;
04/02/2025;165.30462646484375;165.50108725081418;163.35963920244131;164.38124428288586;630442;
05/02/2025;164.67593383789062;165.18674384432688;163.5953770913902;164.67593383789062;518180;
06/02/2025;167.30856323242188;167.42643670464014;163.06493836460047;164.95098886507768;1062175;
07/02/2025;166.1297607421875;168.40874769122044;165.835077075499;167.97652499474893;634754;
10/02/2025;166.77809143066406;166.93526604239915;165.068851253286;166.24764585230312;787945;
11/02/2025;167.62289428710938;168.19264104027954;166.54233751575273;166.69951213504038;463935;
12/02/2025;167.79971313476562;168.0551106397012;166.22799697932595;167.42642717532456;649125;
13/02/2025;170.01976013183594;170.84490442562438;167.7997247731203;168.40875770582167;743225;
14/02/2025;171.021728515625;171.74863491729536;168.44804277455748;168.72309087070255;1018479;
17/02/2025;170.92349243164062;171.2574772677684;170.1179837208648;170.70738106967625;436001;
18/02/2025;171.27711486816406;171.6700364116081;169.54823909241588;170.33408217930392;871303;
19/02/2025;169.35177612304688;171.35571511736117;168.68380645094027;171.15925433080025;702505;
20/02/2025;169.7250518798828;170.2947986188669;168.89990763266292;168.99813052552452;722335;
21/02/2025;175.2456817626953;176.6209371846897;173.92937806411214;174.49912481178168;1444508;
24/02/2025;171.689697265625;176.267306966919;171.21818838746077;175.85473482490067;568192;
25/02/2025;172.39695739746094;172.61306874260592;170.53055758647716;171.06100316792646;684357;
26/02/2025;172.82919311523438;173.49716278585365;172.04333498174324;172.4166209676759;540837;
27/02/2025;171.4539337158203;172.78988801552302;170.68772617515225;172.4166170271186;708593;
28/02/2025;173.49716186523438;173.73292380072985;170.7270303208987;170.86455436935512;1512075;
03/03/2025;176.5030517578125;177.4067983310122;171.7879330557099;172.9470621564277;1102965;
04/03/2025;174.71524047851562;175.97260747373448;173.575746955037;174.65630374264552;919593;
05/03/2025;177.72113037109375;178.3498138561495;175.00993565222774;175.8940166506198;1002425;
06/03/2025;177.30856323242188;178.9785023814098;174.79382922138163;178.62486697429497;1067334;
07/03/2025;177.11209106445312;177.34783799471248;175.30462798381637;177.07278991674585;1094217;
10/03/2025;180.01974487304688;181.51287370386845;177.13174007980746;178.44804372549424;1242834;
11/03/2025;174.440185546875;182.4951972282919;174.440185546875;180.78595701007808;1259756;
12/03/2025;176.522705078125;178.48734289755654;175.4814494320658;176.149434084951;695102;
13/03/2025;176.11012268066406;177.7014744252677;175.3046290158757;175.7957884421357;650200;
14/03/2025;177.0924530029297;178.31053385498453;175.61897462871693;175.85473656462995;738751;
17/03/2025;177.30856323242188;178.3694694537664;176.1690696996077;177.74078595100636;647131;
18/03/2025;176.79774475097656;177.9765243886783;176.34588646787245;177.3674914901483;801845;
19/03/2025;176.95492553710938;177.58360903173994;175.7957964331642;176.4048293529322;515136;
20/03/2025;174.6366424560547;177.21031302450206;174.32230822102866;176.77810532496576;719731;
21/03/2025;174.38125610351562;175.32427385788785;173.69363586824483;174.83311440569486;1559028;
24/03/2025;174.2044219970703;176.6798697064397;173.98831065003827;176.05118623934547;826848;
25/03/2025;175.56002807617188;176.54234693739082;174.65629652252997;174.73488383010707;700623;
26/03/2025;173.61505126953125;174.91170444929938;172.94706660983474;174.5973701892636;658343;
27/03/2025;173.32034301757812;173.9686770661318;172.16119896207343;172.9274064780018;626214;
28/03/2025;173.2024688720703;174.18478773367056;172.51483367775313;173.0452942568552;931921;
31/03/2025;172.0433349609375;173.00600330512418;171.15925392899013;172.14157284848594;1078173;
01/04/2025;173.98831176757812;174.4205344644184;172.0826107800531;172.86846886621757;1031406;
02/04/2025;174.9706268310547;175.06886471056703;172.8881156885576;173.12387760598963;894182;
03/04/2025;171.2181854248047;174.1847926677912;170.03940575529248;172.10226642968968;1245580;
04/04/2025;170.13763427734375;174.99029214982815;170.13763427734375;170.92349241267272;1933922;
07/04/2025;157.7604217529297;166.326243782709;157.3871357734632;163.08458840633432;2510951;
08/04/2025;163.08457946777344;164.28300966237828;158.8606054203135;160.31443311955687;1436404;
09/04/2025;157.8782958984375;161.27711092209321;156.24764291580652;159.94117159829568;1343973;
10/04/2025;164.04725646972656;168.34981805265707;164.04725646972656;166.99421317277555;1454458;
11/04/2025;165.36355590820312;166.2869380494343;161.74862964099637;165.02957108788442;988773;
14/04/2025;167.58360290527344;168.4283977213768;166.64057020792703;168.05511175944855;730358;
15/04/2025;171.1788787841797;171.61110147990158;167.66217547416545;167.97652470341637;698457;
16/04/2025;171.59146118164062;171.90581042971644;170.31445858107472;171.17888903528896;702346;
17/04/2025;170.11798095703125;172.16120608031906;169.72505939020542;171.78793508853357;701724;
22/04/2025;171.78793334960938;172.25944222282695;170.01975633879746;170.92348792454646;714581;
23/04/2025;171.61109924316406;173.51680020091956;170.11797040167582;173.49714962709842;880212;
24/04/2025;175.42250061035156;176.30658157259;171.1199392857335;171.67003543903706;674312;
25/04/2025;175.2849884033203;176.5620059819682;174.87241626049507;175.6386238098844;687114;
28/04/2025;175.04922485351562;176.50305262752775;174.79382733574226;175.42251083172022;624348;
29/04/2025;175.65826416015625;176.09047186391237;173.43821396356438;174.34194550795723;636052;
30/04/2025;177.36749267578125;177.76042921697268;175.56002955328995;175.913664945864;1096986;
02/05/2025;181.96475219726562;182.927420489362;179.7447019663746;182.90776991511615;1194609;
05/05/2025;180.6680908203125;182.35768053239804;179.58754902053485;181.82723491999766;713354;
06/05/2025;180.23587036132812;181.65041199743487;179.74471090373535;180.9431411793815;604896;
07/05/2025;179.2928466796875;179.92153016509897;177.85865451568807;179.19460879581206;717103;
08/05/2025;179.4893035888672;179.98046301966224;178.38911126036507;179.39106570710965;648974;
09/05/2025;180.6484375;181.23783482837388;179.96081727622828;180.25551594041522;666208;
12/05/2025;178.07476806640625;182.88812465576493;177.6032591937785;181.72899555451406;1126850;
13/05/2025;178.89990234375;179.37142617902558;177.60324926923204;177.8979479190303;587863;
14/05/2025;179.56788635253906;179.56788635253906;177.5246613734555;178.21228156136922;740408;
15/05/2025;182.08262634277344;182.35767442725373;179.52859128517466;179.7643532100134;597237;
16/05/2025;183.33999633789062;183.81150520639147;182.47555092147513;183.00601151391072;981080;
19/05/2025;185.0800018310547;185.10000610351562;183.1199951171875;183.36000061035156;577493;
20/05/2025;185.89999389648438;186.1999969482422;184.4600067138672;184.8800048828125;554907;
21/05/2025;185.60000610351562;186.1199951171875;184.32000732421875;185.8000030517578;502636;
22/05/2025;185.32000732421875;185.63999938964844;184.16000366210938;185.27999877929688;543319;
23/05/2025;183.9199981689453;185.67999267578125;181.63999938964844;185.55999755859375;836975;
26/05/2025;185.52000427246094;186.0800018310547;184.72000122070312;186.0;507839;
27/05/2025;185.3800048828125;186.22000122070312;185.0800018310547;185.33999633789062;543153;
28/05/2025;182.6199951171875;185.5;182.33999633789062;185.10000610351562;789856;
29/05/2025;181.97999572753906;184.5800018310547;181.67999267578125;184.0800018310547;372778;
30/05/2025;182.39999389648438;183.5800018310547;181.83999633789062;182.05999755859375;1328987;
02/06/2025;182.97999572753906;183.66000366210938;181.0800018310547;182.0;522852;
03/06/2025;182.0;183.89999389648438;181.6199951171875;183.1199951171875;590439;
04/06/2025;184.3000030517578;184.83999633789062;182.02000427246094;183.24000549316406;584337;
05/06/2025;184.32000732421875;185.17999267578125;183.32000732421875;184.5800018310547;511023;
06/06/2025;183.4600067138672;184.66000366210938;182.8000030517578;184.5800018310547;344219;
09/06/2025;182.77999877929688;183.89999389648438;182.1199951171875;183.52000427246094;309272;
10/06/2025;183.82000732421875;183.82000732421875;182.17999267578125;183.25999450683594;662096;
11/06/2025;184.17999267578125;185.32000732421875;183.82000732421875;184.05999755859375;698091;
12/06/2025;184.1999969482422;184.6199951171875;182.52000427246094;182.83999633789062;538206;
13/06/2025;182.8000030517578;183.77999877929688;181.10000610351562;181.60000610351562;827661;
16/06/2025;183.52000427246094;184.32000732421875;182.24000549316406;182.5;541192;
17/06/2025;182.24000549316406;182.9199981689453;180.82000732421875;181.52000427246094;595513;
18/06/2025;181.13999938964844;182.52000427246094;180.67999267578125;182.0;568970;
19/06/2025;178.33999633789062;180.63999938964844;178.33999633789062;180.1999969482422;540485;
20/06/2025;178.75999450683594;180.47999572753906;178.52000427246094;179.8800048828125;2056376;
23/06/2025;174.60000610351562;176.9600067138672;173.9199981689453;176.4600067138672;1135294;
24/06/2025;176.32000732421875;177.5800018310547;175.66000366210938;177.0;692678;
25/06/2025;174.3800048828125;177.24000549316406;174.36000061035156;176.22000122070312;747776;
26/06/2025;174.0800018310547;175.36000061035156;174.02000427246094;175.1999969482422;638460;
27/06/2025;176.5800018310547;176.5800018310547;174.97999572753906;175.10000610351562;563910;
30/06/2025;175.13999938964844;177.24000549316406;174.9600067138672;177.1999969482422;882384;
01/07/2025;175.74000549316406;176.1199951171875;174.16000366210938;176.02000427246094;546442;
02/07/2025;175.8800048828125;176.8000030517578;175.02000427246094;176.3000030517578;602351;
03/07/2025;175.94000244140625;177.0;175.1999969482422;176.27999877929688;494241;
04/07/2025;175.02000427246094;175.55999755859375;174.10000610351562;175.0399932861328;513410;
07/07/2025;175.39999389648438;175.74000549316406;174.6199951171875;175.66000366210938;376497;
08/07/2025;175.0;175.63999938964844;173.86000061035156;175.44000244140625;630594;
09/07/2025;176.9199981689453;177.3800048828125;174.94000244140625;175.6999969482422;762384;
10/07/2025;176.5;178.10000610351562;176.10000610351562;178.0;438162;
11/07/2025;175.10000610351562;176.5399932861328;174.66000366210938;175.89999389648438;630483;
14/07/2025;174.86000061035156;175.22000122070312;174.0399932861328;174.5;336905;
15/07/2025;173.8000030517578;175.1199951171875;173.4600067138672;175.0;489646;
16/07/2025;173.13999938964844;173.97999572753906;172.86000061035156;173.4600067138672;519415;
17/07/2025;173.97999572753906;174.72000122070312;173.60000610351562;174.25999450683594;561159;
18/07/2025;172.0;175.13999938964844;171.8800048828125;174.10000610351562;669874;
21/07/2025;172.13999938964844;172.94000244140625;171.27999877929688;172.3000030517578;488786;
22/07/2025;171.6199951171875;171.8000030517578;170.82000732421875;171.1999969482422;565007;
23/07/2025;172.24000549316406;173.67999267578125;171.4600067138672;173.52000427246094;715433;
24/07/2025;172.89999389648438;173.82000732421875;171.83999633789062;173.72000122070312;531344;
25/07/2025;171.67999267578125;172.66000366210938;171.67999267578125;172.5800018310547;577251;
28/07/2025;172.39999389648438;173.97999572753906;170.97999572753906;173.63999938964844;903008;
29/07/2025;175.32000732421875;177.94000244140625;171.60000610351562;171.60000610351562;919975;
30/07/2025;174.32000732421875;175.66000366210938;173.5399932861328;174.89999389648438;530722;
31/07/2025;172.8000030517578;176.02000427246094;172.66000366210938;174.33999633789062;652888;
01/08/2025;170.22000122070312;172.67999267578125;169.75999450683594;172.67999267578125;783323;
04/08/2025;172.24000549316406;172.83999633789062;170.9600067138672;171.4600067138672;555957;
05/08/2025;173.0;173.22000122070312;172.0800018310547;173.17999267578125;443150;
06/08/2025;171.75999450683594;174.0399932861328;171.16000366210938;173.05999755859375;407074;
07/08/2025;173.5800018310547;174.5;171.82000732421875;171.82000732421875;426686;
08/08/2025;173.77999877929688;174.44000244140625;172.8800048828125;174.1199951171875;397063;
11/08/2025;172.5;174.75999450683594;172.10000610351562;174.75999450683594;367151;
12/08/2025;173.67999267578125;174.44000244140625;172.8000030517578;173.32000732421875;415652;
13/08/2025;175.74000549316406;176.22000122070312;174.1999969482422;174.32000732421875;517466;
14/08/2025;178.6199951171875;178.6199951171875;176.16000366210938;176.4600067138672;491526;
15/08/2025;180.22000122070312;180.8000030517578;179.47999572753906;180.05999755859375;578153;
18/08/2025;180.0;180.5;179.10000610351562;180.05999755859375;320629;
19/08/2025;183.25999450683594;183.5399932861328;179.8800048828125;179.9600067138672;502057;
20/08/2025;185.0;185.13999938964844;182.67999267578125;182.67999267578125;531162;
21/08/2025;183.3000030517578;184.89999389648438;182.9600067138672;184.77999877929688;325115;
